title,release_date,imdb_id,tmdb_id,overview,directors,cast_top5,genres,production_companies,production_countries
Migration,2023-12-06,tt6495056,940551,"After a migrating duck family alights on their pond with thrilling tales of far-flung places, the Mallard family embarks on a family road trip, from New England, to New York City, to tropical Jamaica.",Benjamin Renner,"Kumail Nanjiani, Elizabeth Banks, Caspar Jennings, Tresi Gazal, Awkwafina","Animation, Adventure, Comedy, Family","Universal Pictures, Illumination",US
Lonely Castle in the Mirror,2022-12-23,tt22868842,942881,"Shy outcast Kokoro has been avoiding school for weeks when she discovers a portal in her bedroom mirror. She reaches through and finds herself transported to an enchanting castle where she is joined by six other students. When a girl in a wolf mask explains that they have been invited to play a game, the teens must work together to uncover the mysterious connection that unites them. However, anyone who breaks the rules will be eaten by a wolf.",Keiichi Hara,"Ami Touma, Mana Ashida, Yuki Kaji, Takumi Kitamura, Sakura Kiryu","Animation, Drama, Mystery, Fantasy","Shochiku, A-1 Pictures, Poplar, Nippon Television Network Corporation","JP, US"
A Haunting in Venice,2023-09-13,tt22687790,945729,"Celebrated sleuth Hercule Poirot, now retired and living in self-imposed exile in Venice, reluctantly attends a Halloween séance at a decaying, haunted palazzo. When one of the guests is murdered, the detective is thrust into a sinister world of shadows and secrets.",Kenneth Branagh,"Kenneth Branagh, Kyle Allen, Camille Cottin, Jamie Dornan, Tina Fey","Mystery, Thriller, Crime","20th Century Studios, Scott Free Productions, The Mark Gordon Company, Genre Films, Agatha Christie Limited","GB, US"
Alien: Romulus,2024-08-13,tt18412256,945961,"While scavenging the deep ends of a derelict space station, a group of young space colonizers come face to face with the most terrifying life form in the universe.",Fede Álvarez,"Cailee Spaeny, David Jonsson, Archie Renaux, Isabela Merced, Spike Fearn","Horror, Science Fiction","20th Century Studios, Scott Free Productions, Brandywine Productions",US
Love Lies Bleeding,2024-03-07,tt19637052,948549,"Reclusive gym manager Lou falls hard for Jackie, an ambitious bodybuilder headed through town to Las Vegas in pursuit of her dream. But their love ignites violence, pulling them deep into the web of Lou’s criminal family.",Rose Glass,"Kristen Stewart, Katy O'Brian, Ed Harris, Dave Franco, Jena Malone","Crime, Romance, Thriller","Film4 Productions, Escape Plan, A24, Lobo Films","GB, US"
A Minecraft Movie,2025-03-31,tt3566834,950387,"Four misfits find themselves struggling with ordinary problems when they are suddenly pulled through a mysterious portal into the Overworld: a bizarre, cubic wonderland that thrives on imagination. To get back home, they'll have to master this world while embarking on a magical quest with an unexpected, expert crafter, Steve.",Jared Hess,"Jason Momoa, Jack Black, Sebastian Eugene Hansen, Emma Myers, Danielle Brooks","Family, Comedy, Adventure, Fantasy","Warner Bros. Pictures, Legendary Pictures, Mojang Studios, Vertigo Entertainment, On the Roam, Domain Entertainment","SE, US"
Saw X,2023-09-27,tt21807222,951491,"Between the events of 'Saw' and 'Saw II', a sick and desperate John Kramer travels to Mexico for a risky and experimental medical procedure in hopes of a miracle cure for his cancer, only to discover the entire operation is a scam to defraud the most vulnerable. Armed with a newfound purpose, the infamous serial killer returns to his work, turning the tables on the con artists in his signature visceral way through devious, deranged, and ingenious traps.",Kevin Greutert,"Tobin Bell, Shawnee Smith, Synnøve Macody Lund, Steven Brand, Renata Vaca","Horror, Mystery","Twisted Pictures, Lionsgate",US
Fly Me to the Moon,2024-07-10,tt1896747,956842,"Sparks fly in all directions as marketing maven Kelly Jones, brought in to fix NASA's public image, wreaks havoc on Apollo 11 launch director Cole Davis' already difficult task of putting a man on the moon. When the White House deems the mission too important to fail, Jones is directed to stage a fake moon landing as backup, and the countdown truly begins.",Greg Berlanti,"Scarlett Johansson, Channing Tatum, Woody Harrelson, Ray Romano, Jim Rash","Romance, Comedy","These Pictures, Berlanti Productions, Apple Studios",US
The Crow,2024-08-21,tt1340094,957452,"Soulmates Eric and Shelly are brutally murdered when the demons of her dark past catch up with them. Given the chance to save his true love by sacrificing himself, Eric sets out to seek merciless revenge on their killers, traversing the worlds of the living and the dead to put the wrong things right.",Rupert Sanders,"Bill Skarsgård, FKA twigs, Danny Huston, Josette Simon, Laura Birn","Action, Fantasy, Horror","Davis Films, Pressman Film, Hassell Free Productions, Electric Shadow Company, 30WEST, Ashland Hill Media Finance, FilmNation Entertainment, Maze Pictures, Occupant Entertainment","FR, DE, GB, US"
Ballerina,2023-10-05,tt26350277,961268,"Grieving the loss of a best friend she couldn't protect, an ex-bodyguard sets out to fulfill her dear friend's last wish: sweet revenge.",Lee Chung-hyun,"Jun Jong-seo, Kim Ji-hun, Park Yu-rim, Shin Se-hwi, Park Hyoung-soo","Action, Thriller",Climax Studios,KR
Sleep,2023-09-06,tt8209702,964592,"Hyun-su and Soo-jin have just gotten married. Seemingly out of nowhere, he starts talking in his sleep. 'Someone’s inside.' From that night forward, whenever he falls asleep, he transforms into someone else with no recollection of the night before. Soo-jin is overwhelmed with anxiety that he’d hurt her family while she sleeps and can barely sleep a wink because of this irrational fear. Despite sleep treatment, Hyun-su’s sleepwalking only intensifies, and she begins to feel that her unborn child may be in danger...",Jason Yu,"Jung Yu-mi, Lee Sun-kyun, Kim Guk-hee, Lee Kyung-jin, Yoon Kyung-ho","Horror, Mystery, Thriller","Lewis Pictures, Lotte Entertainment, BY4M Studio",KR
Air,2023-04-05,tt16419074,964980,Discover the game-changing partnership between a then undiscovered Michael Jordan and Nike's fledgling basketball division which revolutionized the world of sports and culture with the Air Jordan brand.,Ben Affleck,"Matt Damon, Ben Affleck, Jason Bateman, Chris Messina, Viola Davis","Drama, History","Amazon Studios, Skydance Sports, Mandalay Pictures, Artists Equity",US
